years_experience,salary
15.59,66156
23.99,89807
0.67,26414
27.13,93769
22.35,77330
13.31,53609
26.7,89005
9.58,51599
29.65,92989
5.22,33611
22.82,72620
2.55,32011
29.54,94346
11.45,49194
29.41,99666
0.18,20456
18.27,70095
0.97,37118
2.45,39964
8.7,48884
14.74,65283
10.34,36374
0.38,35866
21.96,83015
0.62,19478
4.12,38745
5.56,38072
6.67,41788
10.9,57760
27.91,97119
22.13,70500
17.44,72988
8.97,53519
23.78,93913
1.31,42731
3.21,24786
25.68,100310
20.93,76178
0.55,39409
16.37,77954
25.6,72146
14.85,64984
29.08,95379
5.45,37002
9.08,56563
11.62,66495
4.62,39453
2.87,39484
21.59,86341
19.67,77512
27.25,103030
26.96,88984
2.99,42215
27.14,86446
18.78,71357
23.02,73062
5.88,40344
27.19,98752
10.33,52027
7.37,45649
18.81,79028
4.13,30781
5.94,33793
22.46,80880
11.52,47361
11.92,57197
17.33,63679
11.0,54947
23.89,93608
13.46,62951
5.48,38405
10.87,52122
0.3,20472
8.21,50489
15.78,64959
28.33,97767
3.28,26660
6.64,51089
29.35,92814
0.8,34917
28.27,93554
8.59,48669
14.04,63975
8.55,50329
9.8,50279
12.44,49372
22.27,82391
15.65,66937
22.62,75362
3.53,37535
2.87,29307
3.54,27939
18.85,72148
9.53,48587
26.37,89435
12.39,63728
18.58,77450
1.69,25196
11.71,68548
1.47,30458
2.92,27630
3.6,42369
8.67,53130
1.01,44529
6.8,43149
28.98,93969
27.52,88714
20.95,75107
5.42,41170
27.0,92854
12.24,58080
10.67,45605
7.2,43534
9.16,42484
14.65,62478
19.05,87083
19.96,62721
14.37,55551
3.46,31516
17.9,69835
22.25,79855
18.04,66522
6.57,40537
28.47,91775
10.05,48109
9.41,42564
29.63,83800
14.39,66202
27.82,94141
29.25,90462
23.81,79003
17.12,67929
20.69,72681
14.46,53208
26.05,92245
24.41,80108
27.05,81535
23.45,84132
3.57,47204
21.49,75438
19.27,73792
13.73,46514
8.06,40836
6.2,44428
1.1,33543
29.76,97414
14.03,60424
13.82,70676
4.51,36358
29.08,91356
13.91,61888
1.52,28677
23.04,90943
14.59,58471
13.39,61416
0.46,23935
14.17,58730
23.88,78470
7.46,42681
8.86,52419
1.45,32858
2.42,25643
0.24,27407
23.78,81628
16.28,67860
19.56,77705
11.63,55688
7.27,45940
0.13,22878
0.88,29258
12.88,58833
18.77,69455
29.69,100054
5.91,47170
15.86,68929
27.82,90821
1.17,22711
2.38,29005
5.24,41721
21.53,70412
21.32,79929
1.67,33627
12.88,51273
26.24,92219
21.09,82557
29.78,94424
17.54,72650
4.45,41179
6.55,45015
22.76,75843
21.22,72115
21.99,84530
9.86,52162
10.52,66746
8.95,54118
12.0,51173
12.03,58564
25.31,82164
26.84,88505
25.81,96098
9.85,48834
12.03,55636
18.19,81288
10.96,53662
8.85,40701
11.6,63040
23.82,78937
2.02,28729
25.72,90956
17.14,66418
17.42,67419
24.8,99525
16.49,72915
18.23,74212
26.18,92327
13.21,53265
26.66,86557
29.03,104425
12.8,66785
1.28,28119
25.05,91680
17.04,68447
15.61,64469
27.66,88170
8.67,48922
16.61,73184
12.17,51011
11.26,58037
27.93,97693
25.98,85489
20.91,80830
27.46,76626
9.51,37968
24.69,90966
7.52,47934
13.55,45008
20.23,75469
13.39,67230
19.4,74240
19.0,72276
18.16,63639
29.37,99157
28.36,91926
5.98,39858
19.07,67013
22.5,76415
10.49,50212
28.22,90051
1.09,29816
8.59,47944
1.95,42836
17.2,75481
13.92,64003
21.48,75663
5.31,38548
14.89,69068
11.34,51873
2.21,40319
4.3,47212
7.12,50523
19.74,68132
20.05,74609
24.36,72350
20.33,80868
8.38,45935
23.7,84217
16.85,72389
21.55,88553
24.11,90502
29.89,101074
26.98,80475
8.4,49425
5.24,34592
13.75,58542
15.42,70922
22.72,80193
2.44,34862
1.75,41883
17.96,71701
18.6,56646
8.38,55139
18.89,64929
11.63,52787
22.09,91195
16.75,83122
10.65,53111
9.02,49515
28.8,97701
15.1,65709
12.42,60203
27.28,96521
18.07,83591
15.72,66777
11.71,58201
4.0,45769
5.67,43781
28.26,93375
8.11,43721
15.27,62708
8.53,41927
0.05,23068
18.28,76635
29.6,102135
4.66,39996
14.45,60049
8.76,46833
6.5,33250
13.45,65131
1.78,15314
0.81,42241
9.25,65814
11.11,59690
2.7,34028
29.41,94262
10.83,39476
23.47,83459
29.77,80215
6.17,39118
26.58,96481
16.9,65091
18.59,75464
6.39,49599
15.77,69598
0.06,17380
13.29,52937
26.06,89651
15.56,66632
28.56,93752
15.16,68030
0.74,23612
10.67,54626
4.95,39450
20.64,77032
2.28,44089
29.88,98743
29.06,80016
12.22,49471
15.04,83716
4.6,38223
0.86,39079
10.7,69924
25.68,108056
25.15,84724
12.1,55105
8.04,46622
10.81,39457
15.75,62563
11.1,41992
17.35,75027
17.23,72787
20.86,80553
1.26,18040
23.14,81567
11.92,47342
8.54,48711
26.4,93630
0.61,34321
20.24,76836
10.72,45932
0.2,16500
19.01,80078
9.79,47820
14.74,61432
3.44,28523
23.67,82494
26.32,94600
23.59,90081
26.74,85188
22.02,73290
21.31,80545
23.37,90748
14.97,68276
4.89,38999
15.9,67012
20.54,80766
1.57,32079
3.43,31022
18.71,64591
29.01,102316
19.42,73951
4.97,41258
5.73,57936
9.93,56702
24.31,97692
29.71,92498
0.39,19676
11.68,51628
19.22,72371
17.15,63079
8.14,44355
0.3,30002
13.13,59700
11.52,51951
17.3,70762
18.1,70680
26.87,83004
4.07,42185
15.8,62942
27.65,94098
22.08,79223
13.64,68826
25.07,79733
21.24,81223
0.92,20914
18.81,76371
26.89,87788
8.07,48510
8.51,44406
17.66,69934
22.33,79448
25.75,93262
10.17,56464
16.38,66143
24.01,86471
22.32,79875
2.4,39046
13.05,51680
9.15,52808
25.11,79996
22.86,79437
27.72,89188
14.59,60258
6.18,51767
8.86,42642
10.4,60107
25.72,76776
14.05,64214
7.72,43700
24.74,82594
22.79,72205
12.88,60416
23.3,78755
6.4,52646
0.96,28790
19.13,64032
15.15,74138
1.33,21898
7.42,47720
1.21,33048
21.11,77513
25.99,88353
19.55,75457
2.93,25692
10.54,59017
12.23,61291
4.05,40325
12.86,59474
11.42,54654
6.72,46333
29.65,101317
26.8,89912
6.48,41321
11.86,63677
0.89,29934
24.38,88356
11.6,48704
21.83,81542
5.89,41372
20.05,86371
17.58,59513
4.43,43340
15.14,51343
14.6,58741
2.3,27077
1.04,22090
8.35,45662
17.51,73352
9.25,49474
8.58,60069
24.72,87950
7.58,46073
7.62,56397
22.71,84925
15.2,61922
16.88,65401
24.1,96587
14.11,60605
9.03,48012
20.95,79406
10.65,55005
9.4,47645
13.48,53853
10.63,61972
3.5,39600
24.47,83251
7.16,37495
13.18,62579
22.77,78910
10.34,46134
5.59,28318
29.44,85505
18.87,69438
18.55,79581
3.36,34665
19.01,65218
26.66,91163
18.28,68916
15.96,65979
22.89,81673
7.57,49581
18.54,71988
1.43,19799
21.24,86139
17.09,68634
18.98,83770
25.95,87212
27.08,92588
3.19,30129
23.19,80523
24.25,75955
5.42,36412
10.88,60166
14.82,71578
0.86,29065
0.68,25440
10.27,47518
4.61,40108
10.93,57815
3.53,33323
11.7,55527
18.7,76418
19.14,68684
9.18,55694
7.5,45300
22.86,84665
23.93,80780
24.55,87548
12.29,59876
10.43,51555
13.66,55374
13.61,56007
21.25,66755
13.66,69854
20.9,71392
13.06,47020
28.73,86369
8.88,54847
10.34,45485
2.58,29649
16.45,71317
26.65,81707
28.93,94670
27.14,96092
17.91,81255
29.19,96996
22.5,74092
21.9,70568
29.08,93946
11.06,54274
26.68,92345
5.76,37244
25.43,79111
14.85,66028
15.37,70003
11.47,53294
8.78,53950
17.65,75494
10.65,57516
17.09,62939
20.59,74823
2.89,37247
12.17,57278
26.91,97503
12.05,60047
14.71,63462
11.31,50882
14.64,69111
10.82,46671
23.98,87270
19.04,81759
17.34,67938
4.2,40315
21.3,86875
14.38,72237
25.62,88566
11.43,55458
10.07,48152
16.6,61779
22.6,81091
7.38,39502
10.08,57923
13.46,65640
6.59,53210
28.95,111730
25.47,95501
21.05,70408
16.33,65124
21.95,90867
5.51,36038
25.41,73919
7.58,38249
28.16,101615
24.56,73090
28.12,95073
8.06,52201
26.0,97122
9.95,50779
12.27,61834
18.07,68004
20.0,83525
21.59,75234
2.77,42148
16.6,72701
19.56,74397
12.66,58944
23.5,88937
2.71,26995
16.3,62159
16.3,70048
28.97,93776
26.48,99882
1.24,23300
26.18,91112
14.44,60352
19.66,84892
18.08,69173
25.67,82747
20.45,78216
5.4,48122
15.49,51521
8.2,37337
13.45,56336
7.52,53072
14.35,63961
6.86,45034
7.69,51387
25.99,94318
3.75,35519
17.55,75042
13.13,57891
20.39,72665
2.54,35323
3.37,33717
7.07,42658
4.03,33264
14.25,68607
6.81,41699
23.21,79402
12.31,57168
27.73,101444
7.22,47462
21.47,78912
14.84,70783
17.76,77765
11.1,57873
0.48,28949
26.72,100262
1.17,34790
8.17,48892
8.5,47356
12.69,64413
21.71,65565
22.4,72510
26.98,82195
27.68,87427
28.76,95687
18.06,67550
21.59,80081
7.44,47595
14.6,68036
27.47,97978
7.83,40645
13.89,61131
1.32,31457
7.95,49156
7.35,28856
24.8,84493
26.88,97378
15.35,63666
27.39,94235
16.65,65190
14.75,60916
16.19,75091
16.55,68092
9.92,48722
22.06,74841
1.81,33434
6.76,43265
24.34,98050
10.12,51024
17.22,75316
0.94,27123
5.28,39367
25.31,85099
6.67,36851
19.85,75838
6.9,43181
15.26,66061
18.31,71645
16.39,70972
0.29,17269
10.7,58636
21.73,91309
8.05,53075
7.33,49115
5.93,37817
9.62,48464
19.33,72502
17.02,71272
28.94,85935
22.21,78650
13.53,61203
7.43,45320
6.26,37534
3.73,37379
0.86,29900
11.34,56516
9.32,54513
21.06,71955
17.0,72536
10.5,52907
22.49,72865
10.8,52753
24.6,95465
22.92,65339
11.76,46195
8.84,55057
7.46,41231
22.77,73561
22.3,77060
13.59,61164
12.81,62141
2.32,28427
29.07,93136
26.92,89830
22.77,92854
7.34,45741
9.51,53617
26.55,79813
12.26,68836
28.25,91847
20.04,76031
19.27,68771
22.08,86814
2.87,40441
18.3,68591
25.7,94283
5.94,39127
29.65,88545
6.96,41405
30.0,93163
8.99,49111
5.4,40801
24.8,83740
10.7,47637
7.85,42411
12.49,54651
20.09,85102
13.73,59525
1.05,24658
28.27,96944
14.18,63420
16.62,70939
21.19,77725
29.45,99466
23.74,82463
13.36,57367
22.26,78327
1.21,40697
10.52,41609
28.44,98891
23.99,80481
1.12,22882
27.26,91458
25.68,81577
4.25,45456
29.37,97346
1.55,32472
22.99,79733
23.91,85345
14.33,64226
24.86,93901
20.49,67645
21.26,75296
12.32,61767
17.35,74858
21.91,72093
29.21,105085
15.41,68734
4.37,41691
25.6,89837
28.21,92641
9.33,47054
2.69,41463
27.22,107902
23.71,81442
0.13,30385
17.85,75249
23.2,86918
1.09,33700
19.1,64313
20.36,72947
21.97,75160
21.28,88464
3.7,36927
12.14,56868
21.52,83447
14.22,59346
18.41,75155
9.16,51241
12.33,57152
2.9,32550
19.63,63933
3.4,35443
3.59,37273
28.42,95518
13.01,51770
15.86,62208
10.11,59067
19.45,77023
13.9,63165
11.57,51529
11.13,58603
12.63,55100
20.92,85068
11.26,55792
0.01,15043
29.48,89068
9.72,47283
24.41,77427
22.04,82144
19.89,79848
3.08,37373
13.09,60480
1.75,26996
25.63,91627
0.47,23332
22.99,75661
3.32,43850
28.66,95778
16.51,62018
9.61,47886
22.95,82841
25.47,81637
21.82,63174
15.28,58923
28.87,95566
3.69,32637
23.63,80093
24.49,81792
21.56,77200
22.48,76365
16.83,65569
15.49,59368
25.27,83086
5.89,51092
8.66,48057
5.25,39169
1.19,40610
4.13,46039
1.97,21259
1.49,24817
27.74,88037
10.25,49431
22.95,80338
6.66,39489
19.47,82565
16.93,67074
17.65,73612
21.75,78977
19.5,64096
0.42,28567
0.54,23430
14.21,57139
7.19,60602
28.54,90413
12.4,55213
17.22,65854
10.51,56049
23.01,97174
16.93,62014
22.69,71242
26.08,94872
4.02,25059
4.4,40091
14.74,67369
11.71,48465
27.77,93126
20.21,66852
24.03,79678
3.39,32300
2.34,30380
27.21,94829
16.87,64246
23.86,73584
8.92,53020
5.45,38423
11.74,59563
15.18,68256
3.72,41497
14.21,49506
15.71,74535
24.65,84294
4.87,29252
15.28,57923
20.97,75970
28.91,101323
27.06,96877
26.5,90252
14.64,68052
7.3,42705
17.16,70869
18.29,75924
22.74,82582
5.74,42760
27.99,95099
25.81,89322
23.87,86571
7.37,46393
20.86,72857
5.13,40092
0.26,31317
20.28,75930
29.08,109592
27.49,90729
0.84,24409
24.57,89407
15.36,74581
24.17,79019
26.17,87506
7.51,31550
18.37,76112
25.65,100578
12.31,58817
9.4,58943
17.77,70811
4.49,42137
17.08,71118
10.09,52861
11.18,49938
19.8,88082
9.42,41174
29.02,94659
19.09,69680
3.17,30492
27.01,84547
22.59,81068
14.3,55940
7.94,50891
4.59,34927
11.2,44741
16.39,71048
18.72,71527
26.6,79208
16.67,66771
0.21,16876
6.1,35473
28.55,96965
16.8,75803
0.84,18934
17.17,75886
21.48,81997
18.78,70564
29.0,96291
14.63,55763
17.21,66625
29.78,102244
5.45,37406
22.43,89495
15.72,65031
24.25,78524
14.69,64138
3.32,34714
14.75,80672
21.2,77170
7.08,38243
21.06,75454
16.43,59992
9.28,44969
26.09,82260
29.63,80862
17.49,67709
19.74,78986
3.45,36415
2.09,22650
6.65,45122
3.73,38426
17.61,71344
8.65,60587
16.01,68033
1.16,26596
0.28,23448
4.02,35449
18.64,75977
24.36,86542
19.76,74388
11.04,59404
11.69,57049
8.77,60619
12.77,60308
6.9,47980
4.88,35029
3.62,33721
13.79,53969
4.58,39686
15.21,63871
19.24,63532
13.37,59109
13.32,56934
13.46,64175
7.85,58093
15.97,66224
5.6,40327
10.65,66728
14.55,57096
11.3,53568
29.78,107087
6.06,34340
23.35,83969
12.26,71016
20.52,83512
14.29,76068
28.8,108298
26.13,90112
29.4,105200
22.07,87178
14.77,61710
1.7,26488
18.43,74968
0.34,26819
24.46,88969
3.98,34984
20.81,65640
0.19,20850
5.68,38334
1.44,27520
6.58,44616
6.66,33728
9.1,61438
28.55,86606
9.33,45845
19.86,72104
11.12,52550
9.14,45208
4.72,32764
13.91,58790
3.97,32324
13.53,63239
18.71,76129
23.22,95335
24.91,86916
27.86,87678
0.51,24669
2.62,38273
20.01,74768
6.54,40408
11.53,51158
4.7,31610
25.75,81019
27.16,91980
4.36,41824
15.8,64962
7.98,55600
9.21,49855
10.17,56995
27.62,96345
25.02,98669
14.7,54839
0.05,26776
2.24,28499
5.92,51410
8.64,50884
29.49,101648
0.01,21908
23.52,84823
12.34,65555
29.77,105975
9.23,54482
20.86,76276
4.87,39368
17.0,72556
1.68,23744
24.17,81712
10.66,52018
27.42,92283
20.33,76928
5.51,44250
17.77,54393
19.58,83209
14.48,57373
13.31,50656
3.52,37568
19.49,73065
26.61,90190
16.04,58968
17.46,71364
8.54,41915
19.43,72332
26.34,81824
0.88,28937
16.48,71582
14.29,53500
7.73,42143
27.95,89039
20.48,75259
27.06,89847
22.66,90057
12.56,53720
15.62,69739
27.34,90818
17.37,71287
13.46,58915
28.8,96602
27.54,89084
6.12,47989
5.32,37715
26.83,95274
4.51,39633
15.11,59559
1.95,24800
11.08,54590
11.07,46881
2.42,31014
12.4,51130
22.77,83300
14.93,63385
11.61,54147
3.29,24292
27.78,85370
8.67,50970
26.51,92593
2.04,19069
16.95,64145
5.46,41337
18.09,61908
6.39,47575
6.15,37201
5.84,46936
4.32,49578
26.15,96113
22.11,76426
29.74,99527
0.16,29928
4.79,45710
17.12,74603
10.5,50195
18.2,75146
16.57,75970
0.11,37512
4.17,30258
14.35,66847
11.6,47989
22.23,84123
21.95,88193
9.17,50356
10.95,46580
4.97,26324
3.47,29794
6.86,35479
14.55,64212
10.72,60545
6.21,33269
29.58,96448
16.55,58391
26.77,94700
20.64,81990
12.04,60107
27.15,90692
24.33,96022
27.27,88667
28.89,104038
17.29,75130
28.18,97197
16.84,73347
28.55,103050
24.24,91733
4.41,38264
25.76,88529
10.4,50832
20.64,73544
0.87,31320
26.93,93972
17.45,68930
9.58,56855
4.04,38924
20.61,88741
15.19,66722
13.3,72212
17.14,60851
10.97,52118
0.47,30153
3.05,25069
1.98,17115
17.97,67981
29.89,91299
14.91,68134
18.7,71990
8.99,48102
21.79,78534
4.63,36369
25.26,97619
28.15,90027
20.59,75053
24.99,91958
24.5,85562
10.09,58447
10.42,53949
15.98,69852
2.83,33134
17.17,57724
4.87,34138
27.43,81951
15.52,62934
21.06,76812
29.8,99232
13.45,63540
8.65,56165
24.77,86446
15.51,58418
27.72,88315
13.05,63470
19.29,74028
17.75,69277
15.83,54451
21.55,74402
0.16,39094
2.49,27846
13.73,62669
8.74,44722
20.55,75279
12.7,44524
27.36,100696
15.42,73018
22.94,88421
13.17,71756
18.64,66272
2.93,27816
17.06,60306
7.07,49108
27.2,107118
25.29,103456
24.1,74602
17.85,76117
26.62,79697
28.29,100292
4.53,29012
0.93,36026
15.16,54656
16.35,61615
6.38,46248
10.79,54412
18.5,72297
14.9,64868
3.26,36744
23.01,85095
23.68,94835
15.62,58024
23.92,96332
18.86,70497
20.18,74863
24.8,86156
14.63,67971
13.4,56827
8.21,52157
28.88,90085
13.76,72337
21.5,76921
28.21,98006
12.66,51882
16.41,62786
0.98,27711
21.37,83367
18.37,85430
17.22,72134
20.2,82154
22.46,84125
28.24,102194
10.93,52267
10.49,54009
29.31,112290
20.83,82038
22.75,83693
7.25,38753
15.77,58075
1.82,30536
0.87,28644
0.88,25924
13.4,61606
7.62,39648
17.94,73235
21.8,74593
7.49,45441
12.16,52533
13.58,60742
23.0,91689
7.4,46741
13.8,59710
4.13,41080
22.63,90641
8.2,52531
22.15,79855
0.68,27644
24.21,87349
19.75,75101
24.1,83491
27.86,97872
2.91,26095
21.72,83094
23.91,81618
3.27,34441
10.77,64392
3.41,29720
2.19,35557
26.12,77814
16.57,68427
14.01,61449
26.23,96046
14.52,59416
6.62,35959
17.71,73044
16.95,67111
5.14,43854
19.72,66155
1.99,43405
28.73,93130
24.27,73160
12.74,54769
11.11,63194
10.78,53663
9.81,49860
12.53,59659
2.52,38092
19.42,73967
22.88,80748
28.4,93209
27.9,98069
23.89,94143
4.56,25551
12.24,48461
14.36,70892
5.64,50873
26.29,80100
5.22,43503
24.33,86369
15.7,71500
11.48,63147
25.46,73699
27.82,96159
16.16,60669
29.97,99221
12.43,60096
8.95,51785
11.62,43324
29.32,90566
1.4,39129
7.71,52490
2.11,32113
13.16,57721
17.39,81866
8.54,51095
17.97,69333
6.06,37146
11.31,52745
26.54,105271
21.27,79466
25.91,97766
25.64,83553
22.33,81494
22.22,91177
7.37,51384
13.12,61458
29.5,101787
6.43,39149
5.53,38879
13.28,71124
18.54,67478
15.98,52773
4.22,34360
12.23,35471
0.85,22504
0.85,31308
13.42,52607
26.67,86660
6.12,42005
1.77,30468
0.81,31289
25.49,79563
0.92,28814
5.25,45771
7.25,51345
26.35,86358
4.89,35095
16.62,68709
16.14,77592
20.01,73747
25.54,78479
3.99,38153
26.16,78162
19.68,70679
18.46,80822
10.34,61579
28.16,96959
16.27,67545
3.21,32814
28.53,110607
0.25,30946
5.39,44343
11.85,68397
21.4,82703
10.0,61972
11.86,67764
25.83,95175
0.47,30073
22.69,88213
21.12,74958
25.37,82884
20.88,87880
20.38,75207
15.8,57591
19.86,76959
21.85,75454
13.7,59764
11.6,62210
8.84,42560
5.08,45618
24.08,101222
25.13,90488
3.09,44158
10.65,52432
0.64,29427
19.11,71404
11.27,55282
27.9,99061
3.48,35872
17.17,77194
18.29,62403
9.36,50619
14.84,61156
28.53,93031
2.28,26264
27.1,100321
28.44,87786
23.03,82143
0.07,15000
23.54,77930
15.15,68497
20.14,65705
26.25,86398
19.53,74878
21.65,69891
21.08,74985
6.23,36633
25.43,79155
26.01,94384
11.74,57721
4.38,37665
6.55,50593
13.49,54522
15.93,54766
22.71,77024
25.74,87321
10.0,52683
20.88,85914
18.19,74267
12.17,65016
27.94,89323
6.82,56271
3.97,34934
28.38,95301
1.18,31152
6.14,36543
20.73,74865
18.71,65042
24.02,87018
5.17,47465
13.12,44430
10.72,53713
12.94,48063
13.85,60678
27.05,90911
25.73,78681
12.67,55816
22.27,77401
22.42,75923
12.54,52478
9.4,44179
4.81,36561
15.57,71340
7.86,37890
25.18,90592
20.44,79110
15.08,52624
27.78,98130
12.32,59448
24.28,75474
3.97,29871
28.82,90604
18.48,74817
3.73,40964
15.31,63488
11.25,57219
14.65,55045
4.8,41030
2.27,17214
18.93,66232
10.23,60628
20.4,71628
12.33,54197
4.54,33916
14.24,64881
26.12,95817
26.65,93153
25.17,95102
2.13,29268
18.97,79653
7.18,36248
21.38,74030
5.79,37212
21.35,74438
8.1,48654
28.51,98737
12.19,58366
12.84,64021
25.01,90038
8.18,45104
15.93,70207
19.42,68187
9.55,49184
10.88,51199
16.13,67824
23.13,92752
2.08,32756
2.14,38416
20.31,71841
7.08,50638
1.51,22223
18.1,79322
21.04,76949
19.33,77339
14.41,55597
8.8,51961
21.95,83613
10.1,55733
6.62,38430
21.26,72507
24.28,91070
1.88,21649
20.78,76097
9.57,57763
26.08,87591
24.38,81433
18.19,68659
21.54,74595
14.39,54561
9.91,58814
25.37,89416
21.45,78113
28.2,101304
21.66,88267
14.05,60355
28.73,103327
0.24,36214
2.17,31704
24.24,79495
7.71,52856
25.78,92414
24.47,82112
16.95,67621
9.65,55856
16.34,58918
24.22,85372
0.96,25878
26.89,89010
20.51,75402
15.27,66387
10.05,47638
18.58,75765
19.51,71829
1.29,29179
9.24,55180
16.6,74912
4.99,46028
8.48,64065
4.09,36345
29.43,96880
20.43,94385
